_TYPE_	_NAME_	v000001	v000002	v000003	v000004	v000005	v000006	v000007	v000008	v000009	v000010	v000011	v000012	v000013	v000015	v000017	v000018	v000019	v000020	v000021	v000022	v000023	v000024	v000025	v000026	v000028	v000030	v000031	v000033	v000034	v000035	v000037	v000038	v000039	v000041	v000042	v000043	v000044	v000045	v000047	v000048	v000051	v000052	v000053	v000054	v000055	v000056	v000059	v000061	v000064	v000065	v000066	v000067	v000068	v000072	v000073	v000074	v000075	v000076	v000081	v000083	v000084	v000087	v000088	v000089	v000090	v000092	v000093	v000096	v000097	v000098	v000099	v000102	v000109	v000113	v000114	v000115	v000119	v000122	v000123	v000124	v000126	v000127	v000133	v000135	v000137	v000138	v000149	v000150	v000151	v000155	v000158	v000159	v000162	v000164	v000171	v000172	v000174	v000175	v000177	v000179	v000184	v000188	v000189	v000192	v000201	v000203	v000204	v000207	v000209	v000212	v000214	v000219	v000220	v000222	v000229	v000234	v000236	v000240	v000248	v000250	v000253	v000263	v000267	v000269	v000278	v000279	v000290	v000308	v000334	v000336	v000337	v000340	v000342	v000347	v000348	v000349	v000355	v000375	v000379	v000382	v000389	v000396	v000398	v000414	v000420	v000421	v000434	v000449	v000450	v000457	v000464	v000501	v000506	v000516	v000521	v000534	v000560	v000566	v000578	v000579	v000589	v000620	v000646	v000683	v000686	v000694	v000708	v000717	v000752	v000754	v000791	v000796	v000802	v000816	v000848	v000875	v000921	v000940	v000943
CORR	v000450	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1345605412	0	0	0	0	0	0	0	0	0	-0.056044968	0	0	0	0	0	0	0	0.1765837564	0.1076322478	0.0696653873	0.1200692897	0	0	0	0	0.1028969651	0	0.189536186	0	0	0	0.3669252647	0.0248554054	0.0370741061	0	0.1234617376	0.0841635393	0	0	0.0721027057	0	0.06145037	0	0	0	0.051213541	0.104098448	0.0999250384	0	0.0170505947	0	0.3623583617	0.0844908833	0	0.1389924351	0.1748054184	0.2308582872	-0.057023686	0.0731919213	0.2394808064	0.0188945967	0.0635203218	0.0827509649	0.0737551648	0.0208271431	0.1570594088	0	0.1130353689	0	0.072507407	0.0550490378	0	0.1681247718	0.1055867238	0.0864836702	0	-0.048792887	0.1451328455	0.093023765	0.0883374442	-0.024770988	0.1330687417	-0.016411889	0.3597238432	0	0.1310046838	0.1203589062	0.0840774774	-0.064078402	0.1091635354	0.1126583157	-0.035945409	-0.016792902	0	0.0286448642	-0.02181723	0.0265188716	0.2494174582	0	0.1478303374	0.2281277808	0.0360952349	-0.077441116	0.0939370893	-0.124226542	0.6823897808	0.0955418917	0.417906965	0.1277934142	0.0813827878	0.4275856691	-0.050950949	0.0820411379	0.0587277579	-0.064521279	0.2166157843	0.0376679181	0.0008191337	-0.156458625	-0.072712967	0.0680536757	1	0.0388907737	-0.031749222	0.0975115393	0.1904572591	-0.034227588	0.0094050529	0.4405228558	0.0323195304	0.0695033819	0.3361578447	0.6233873623	0.2414923434	0.0571297156	0.4321235679	0.4703984283	0.0540779193	0.2443914378	0.0421650809	0.06448881	0.4102898494	0.1138630812	0.3580927792	0.0716439379	0.0217233893	0.2189900253	0.2802004373	0.211091751	-0.030973097	-0.047776837	0.3783712449
CORR	v000457	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6840546199	0	0	0	0	0	0	0	0	0	0.4992947203	0	0	0	0	0	0	0	0.7064698506	0.6700264269	0.7060833962	0.6710824883	0	0	0	0	0.6738106985	0	0.6478339709	0	0	0	-0.016129047	0.6683490109	0.6940540097	0	0.6823883391	0.6525864593	0	0	0.6152138606	0	0.717934203	0	0	0	0.7169152049	0.6416409255	0.6552743314	0	0.6356420682	0	0.0802783684	0.7046217736	0	0.6975653205	0.6520118123	0.6080162605	0.6082105668	0.6752481306	0.601605895	0.5181835693	0.6735696083	0.6666004114	0.6677671322	0.6224837251	0.6604397238	0	0.6932995094	0	0.6606694285	0.5895044226	0	0.67215165	0.5999007176	0.6474210075	0	0.5493787311	0.6864549167	0.6457059628	0.6897191135	0.5926761223	0.7004533981	0.555709662	0.0888207831	0	0.6468735385	0.6581086064	0.7483624085	0.6064448866	0.6322179501	0.5817567424	0.6227707394	0.6804544599	0	0.603091863	0.6340356563	0.5851846649	-0.171485996	0	0.6248838303	0.6436447966	0.6252931437	0.5606369843	0.692861947	0.4317794135	0.1804578005	0.5163361187	-0.055154092	0.5552895086	0.6415732843	0.0360522232	0.5881504636	0.5771478224	0.6105114113	0.631786694	0.5250939719	0.5672310036	0.5770293397	0.4472000095	0.6197949951	0.5536932316	0.0388907737	1	0.6060652743	0.5317693786	-0.059825111	0.5657602452	0.587379682	-0.073122025	0.6662018567	0.4564426282	0.1627992457	-0.209383605	-0.036978776	0.5890901858	-0.143109747	0.0101604557	0.5855730666	-0.068316336	0.4516446145	0.4433596225	-0.214812779	-0.284578005	0.2618403457	0.7709833589	0.5684495342	-0.081099477	0.4980220117	0.0466907535	0.4308119971	0.490124475	-0.081756696
CORR	v000464	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.640493766	0	0	0	0	0	0	0	0	0	0.4691906605	0	0	0	0	0	0	0	0.6813086855	0.6652469247	0.7025228212	0.6465100172	0	0	0	0	0.6229617067	0	0.6400280363	0	0	0	-0.18132051	0.6037363462	0.6678094334	0	0.6822947834	0.6545259314	0	0	0.5929372391	0	0.6801969707	0	0	0	0.6900389396	0.6435069474	0.5798232248	0	0.6653416957	0	0.0414469893	0.6547760785	0	0.6450086236	0.6332764236	0.6020093556	0.6314022625	0.6810692232	0.5794631136	0.569982073	0.678594924	0.6468841127	0.6776969747	0.6043628128	0.6321958397	0	0.6633480544	0	0.6937478675	0.5764748582	0	0.6070732646	0.6394472631	0.6309623366	0	0.614259286	0.6109557645	0.5877132399	0.6940262393	0.5367825595	0.6278734698	0.5609191476	0.0305832079	0	0.623467716	0.6587389553	0.707069324	0.5331718069	0.6568112317	0.5913599063	0.6030564823	0.6122919982	0	0.4556414927	0.5389073992	0.5109111769	-0.200288577	0	0.6274903589	0.637244582	0.5487314474	0.5695634456	0.5988131264	0.4339193091	0.0578991064	0.5775655924	-0.206817574	0.5832156304	0.6428829965	-0.051771513	0.6742876169	0.5963526295	0.6043930156	0.6260485279	0.5307013665	0.59072228	0.489459911	0.3889859186	0.6664220168	0.5408352769	-0.031749222	0.6060652743	1	0.4934644183	-0.1096562	0.5200103853	0.620886125	-0.184270195	0.5776965764	0.4540196863	0.1007853399	-0.378809658	-0.16275526	0.5671587203	-0.17593702	-0.193239664	0.5206402749	-0.310171886	0.4680212132	0.4794632297	-0.970500543	-0.428656725	0.1762884774	0.6237304258	0.5923706123	-0.172988977	0.4109720919	-0.01128906	0.4442870644	0.5010694594	-0.186407225
CORR	v000501	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5279735994	0	0	0	0	0	0	0	0	0	0.4081013432	0	0	0	0	0	0	0	0.6087427054	0.5535099841	0.5943735843	0.5919760628	0	0	0	0	0.5432196967	0	0.5611607407	0	0	0	-0.012525261	0.590429081	0.5469077793	0	0.6375636699	0.5387085955	0	0	0.553172499	0	0.5841746774	0	0	0	0.6204184676	0.5156948309	0.5003976771	0	0.6267473955	0	0.1928275756	0.5746065092	0	0.5654605762	0.5941755801	0.5123307525	0.5571200925	0.5535309089	0.4548889495	0.4785227506	0.5536368395	0.5279268647	0.6344942945	0.4962387972	0.5699660105	0	0.5960365886	0	0.5504965667	0.4744841565	0	0.5207266088	0.4679570061	0.5199962237	0	0.4898320514	0.5653177463	0.5321412573	0.5665349056	0.4340351997	0.5144583071	0.5141439364	-0.022995718	0	0.4592888333	0.5694831839	0.5977464343	0.4710813732	0.5305874647	0.5450430947	0.4572963986	0.5741947427	0	0.5519491975	0.4990664912	0.5075426276	-0.010642966	0	0.561721308	0.5481642956	0.5249590579	0.5385584125	0.5147886396	0.4803323222	0.133948964	0.4632546593	-0.057270179	0.5284935696	0.5337171156	-0.022788831	0.5424878702	0.5075573136	0.5168291146	0.4535052896	0.4455078112	0.5224794936	0.5529424159	0.4551331544	0.5579092851	0.4128276702	0.0975115393	0.5317693786	0.4934644183	1	0.0530858433	0.4994822404	0.5401232019	-0.109232502	0.5108087847	0.4264849708	0.1470463316	-0.127263047	-0.136045735	0.3275561499	0.0146169092	-0.032038237	0.4915657149	-0.171224004	0.4651079164	0.4092037083	-0.145837465	-0.419656444	0.111640879	0.5673986399	0.4066579391	-0.042724539	0.3037854052	0.1164591103	0.4105895982	0.3854794897	0.0422817283
CORR	v000506	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1178508223	0	0	0	0	0	0	0	0	0	-0.143561113	0	0	0	0	0	0	0	0.0907947759	0.0706064634	0.0245857774	0.0760411426	0	0	0	0	-0.021833599	0	-0.042303746	0	0	0	0.5006931377	-0.082690532	-0.047458767	0	0.0188067703	0.0068751719	0	0	-0.085044345	0	-0.051806272	0	0	0	-0.101613283	-0.04158902	0.058134073	0	-0.024030958	0	0.3643956862	0.0353880577	0	0.170976602	0.029218014	0.0746433218	-0.036461943	0.0000408329	-0.030996794	0.0378091371	0.0085922641	-0.043523676	-0.006157426	-0.040272395	0.0080043349	0	-0.038876345	0	0.0347141675	0.0964495228	0	-0.002354271	0.0376752313	-0.019132675	0	-0.17651286	-0.045202094	0.0699562133	-0.065207336	-0.198883192	0.0008559213	-0.125008802	0.3662057296	0	-0.057762384	-0.020902884	0.0738633798	-0.149128439	-0.006160423	-0.02094003	-0.044572798	-0.062489632	0	0.0182589499	-0.130761452	-0.163712541	0.593464001	0	0.0776305353	-0.010332524	-0.098543766	-0.023059895	0.0411174057	-0.291802883	-0.14859169	0.059663949	0.2760645495	0.0770467117	-0.035743591	0.2940857978	-0.09828969	-0.007541113	-0.028480708	0.139318747	0.050071014	0.0203458203	-0.081013291	-0.350725626	-0.074037994	0.011455557	0.1904572591	-0.059825111	-0.1096562	0.0530858433	1	-0.123955756	-0.213782266	0.1927165034	-0.008683283	-0.08875731	0.1374430195	0.2129062685	0.2280196624	0.049768865	0.3049009564	0.187292561	-0.178497524	0.3334542473	-0.018978729	-0.194818051	0.0679552882	0.3341611153	0.110919477	-0.053949685	0.0502253027	0.1563144177	0.0890447497	0.2546172742	-0.109927714	-0.042167124	0.2765283572
CORR	v000516	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6210732798	0	0	0	0	0	0	0	0	0	0.3884937269	0	0	0	0	0	0	0	0.6565903988	0.6141401355	0.6463131347	0.6539522507	0	0	0	0	0.645921603	0	0.6340560424	0	0	0	0.0464336244	0.6449958457	0.6215926374	0	0.6725658791	0.6286294401	0	0	0.6378320048	0	0.6861954144	0	0	0	0.682623776	0.5965779201	0.5802151736	0	0.6252605527	0	0.1108275762	0.6732640195	0	0.6221039201	0.6027571525	0.6333839545	0.6267525821	0.6521860196	0.524964686	0.5707438708	0.6140038009	0.5965375301	0.6604859983	0.5664284652	0.6226007627	0	0.6731933017	0	0.6447374591	0.6184338677	0	0.5534325713	0.5444216265	0.641123064	0	0.573321498	0.6502872396	0.5673912279	0.6094818003	0.5466318927	0.6181807395	0.5437213117	0.0050803726	0	0.5475529305	0.6134289809	0.6748413487	0.5662233493	0.6143742044	0.6310239011	0.6308804479	0.5573035515	0	0.5484197584	0.607907824	0.5926898918	-0.055972092	0	0.5544095299	0.5825204769	0.561375459	0.5286724697	0.507049354	0.5080083071	0.1418792231	0.492259926	-0.130162925	0.5256629392	0.6015741777	-0.165312166	0.5031643673	0.5172677999	0.6212612844	0.5607011831	0.5066628139	0.5558940366	0.5235937538	0.5329818289	0.5546761574	0.5615927794	-0.034227588	0.5657602452	0.5200103853	0.4994822404	-0.123955756	1	0.5405886796	-0.125452725	0.6305454091	0.473553937	-0.015351076	-0.145143797	-0.078886028	0.5142639917	-0.109870425	-0.095289358	0.5744117387	-0.098374849	0.4630843697	0.4566805772	-0.15907116	-0.324430587	0.0687433259	0.5363013852	0.5641734536	-0.046929191	0.2824580746	0.0419107314	0.3009628445	0.4186273863	-0.079040004
CORR	v000521	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6317027737	0	0	0	0	0	0	0	0	0	0.4831818235	0	0	0	0	0	0	0	0.6637822009	0.6387625506	0.7004182294	0.6610149862	0	0	0	0	0.6385782971	0	0.6846890456	0	0	0	-0.083706128	0.6294476365	0.6386879109	0	0.6681943422	0.6324641697	0	0	0.6461979177	0	0.6580323987	0	0	0	0.6885284603	0.6095218012	0.6006367114	0	0.6506169111	0	0.1276176688	0.6592282055	0	0.625811943	0.6307235224	0.5740736607	0.6443245301	0.6736413431	0.6186104938	0.5755926556	0.6565007018	0.5851167474	0.6782545896	0.613739035	0.6690412935	0	0.6869907171	0	0.6686468135	0.5740350664	0	0.5889425069	0.5589140994	0.5938122463	0	0.6313942208	0.6595407576	0.5747617318	0.6519007393	0.5896946351	0.5866186985	0.5638990134	-0.004943931	0	0.5767304693	0.609502	0.6871394457	0.4678127021	0.6461967461	0.5901622337	0.5872598795	0.5970226254	0	0.5465820483	0.55544741	0.6165399861	-0.184078875	0	0.5930113359	0.6654332025	0.5401553533	0.5883667922	0.4931205537	0.5568192466	0.1132971105	0.4914534594	-0.278609608	0.5243548472	0.6736430929	-0.257051361	0.6964302057	0.5607437932	0.6926204676	0.643090925	0.5597083069	0.5558842826	0.5485603273	0.5424653931	0.6189865305	0.5459133997	0.0094050529	0.587379682	0.620886125	0.5401232019	-0.213782266	0.5405886796	1	-0.057858436	0.6360842609	0.4731757549	-0.072356209	-0.206779289	-0.106780629	0.4475776983	-0.18058567	-0.052139109	0.5526112685	-0.178778678	0.5348362421	0.520661042	-0.291637649	-0.327597742	0.0690572342	0.5196946479	0.5492583277	-0.033848118	0.2373266959	0.0564166999	0.5129713297	0.5123689215	-0.999
CORR	v000534	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0585938762	0	0	0	0	0	0	0	0	0	-0.279189203	0	0	0	0	0	0	0	-0.007758586	0.0376674453	-0.031363514	0.0325107728	0	0	0	0	-0.057449264	0	-0.041263824	0	0	0	0.4634842147	-0.142418519	-0.122506358	0	0.0171976151	-0.08971662	0	0	-0.124578273	0	-0.08899543	0	0	0	-0.119133572	-0.03090739	-0.078314109	0	-0.150815809	0	0.3542199411	-0.140429221	0	0.0333846731	-0.030573424	0.0046166095	-0.167406187	-0.106408829	-0.073045685	-0.068747972	-0.107462871	-0.130633812	-0.107615127	-0.118018679	0.0144907018	0	-0.069232141	0	-0.161165285	-0.056085131	0	-0.058356512	-0.140571572	-0.086307224	0	-0.160996982	-0.030960988	-0.025501872	-0.086160933	-0.201649351	-0.145889571	-0.151299241	0.5614128431	0	-0.074513169	-0.041218434	-0.104398631	-0.198950932	-0.067728038	-0.104359991	-0.155733776	-0.076001965	0	-0.049385695	-0.211286055	-0.035434569	0.3870353635	0	-0.065709004	-0.046291395	-0.080527866	-0.1932241	-0.078847085	-0.231417929	0.3189414633	-0.006326091	0.5476586538	0.0030336678	-0.145311625	0.5016270575	-0.068441608	-0.003859215	-0.159300676	-0.121854102	0.1523659191	-0.114472228	-0.178768456	-0.186488385	-0.158736425	-0.094780353	0.4405228558	-0.073122025	-0.184270195	-0.109232502	0.1927165034	-0.125452725	-0.057858436	1	-0.135912996	-0.098242858	0.1905824096	0.3643700443	0.3968519093	0.0235187956	0.5252622671	0.3307806519	-0.243190388	0.5454011944	-0.057596473	-0.078708256	0.7226817331	0.2541636431	0.0217378226	-0.031830613	-0.15340623	0.4746335858	0.2480357555	0.2684854664	-0.265439829	-0.168028471	0.5990223461
CORR	v000560	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.7108107143	0	0	0	0	0	0	0	0	0	0.4474016195	0	0	0	0	0	0	0	0.6831272683	0.6826327056	0.7125865129	0.6932250007	0	0	0	0	0.7088176237	0	0.7391238715	0	0	0	0.0048312392	0.6662240553	0.6941106845	0	0.682086775	0.7032378036	0	0	0.6695651291	0	0.6853205299	0	0	0	0.7393599712	0.649990604	0.6718243355	0	0.6741205475	0	0.1240707491	0.7324151062	0	0.7117277011	0.6366989695	0.6244731448	0.6291196577	0.6966733253	0.6108202666	0.571160953	0.6587547166	0.6529456011	0.6945364505	0.6184161591	0.6599021319	0	0.6721770595	0	0.6809666588	0.6145971574	0	0.6069755455	0.6152123089	0.6773528657	0	0.5494128191	0.7220700119	0.635725975	0.6744328614	0.6445302108	0.5837029818	0.5231967974	0.0474930393	0	0.6630737604	0.6490059733	0.7314950287	0.5402178831	0.6985652286	0.6025385759	0.6248502816	0.5731268993	0	0.5374805164	0.6008201483	0.6526455332	-0.156420336	0	0.5987027797	0.6794033686	0.5667216303	0.5871902694	0.5962172428	0.4745775422	0.2106803514	0.5110327494	-0.071289032	0.5514115735	0.6781642647	-0.011683424	0.6551983419	0.6046210726	0.6367833611	0.6095227725	0.5973445771	0.5978388054	0.575993204	0.4954314996	0.6093504083	0.6164421004	0.0323195304	0.6662018567	0.5776965764	0.5108087847	-0.008683283	0.6305454091	0.6360842609	-0.135912996	1	0.458230705	0.1114809149	-0.154464357	-0.025788511	0.5247800127	-0.144017498	0.0288328288	0.5050927581	-0.125035393	0.4656144384	0.5395871556	-0.999	-0.275088559	0.1955265571	0.6131220993	0.6388636921	-0.092750801	0.3711776612	0.0670008061	0.5213961195	0.4055359735	-0.371135472
CORR	v000566	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5661678673	0	0	0	0	0	0	0	0	0	0.3730579397	0	0	0	0	0	0	0	0.6246651382	0.5896838731	0.5928710065	0.581169372	0	0	0	0	0.5865976412	0	0.5860086991	0	0	0	-0.071509144	0.5798020437	0.5485322625	0	0.5512536922	0.5886826183	0	0	0.6176372424	0	0.6150742835	0	0	0	0.616044916	0.5824768007	0.4817691894	0	0.557104667	0	-0.025167031	0.5880221165	0	0.5631106463	0.5760022787	0.5755839534	0.6065613225	0.5322267744	0.4617809861	0.4855606659	0.5766344461	0.4559313669	0.5914766547	0.5384654635	0.6210069806	0	0.5911836634	0	0.6043689097	0.5479058443	0	0.5878989985	0.586595134	0.5226120837	0	0.5338725	0.6190441155	0.5062250923	0.5432127927	0.5824727836	0.532914135	0.6122007654	-0.151753613	0	0.53935388	0.5765796388	0.598759201	0.5349729436	0.5861259491	0.6014629946	0.4833176757	0.5107447397	0	0.601795516	0.418459835	0.4965306322	-0.219257062	0	0.4889172872	0.5116991269	0.4711919046	0.5581154831	0.478565919	0.4447601337	0.1021379807	0.5241777546	-0.210755479	0.5145656334	0.6252332451	-0.142589302	0.5639103492	0.509889504	0.6303708626	0.4810412054	0.5334290746	0.425281764	0.3902890272	0.4537093896	0.4612349837	0.509591819	0.0695033819	0.4564426282	0.4540196863	0.4264849708	-0.08875731	0.473553937	0.4731757549	-0.098242858	0.458230705	1	-0.062252321	-0.039201424	-0.014557345	0.5090462176	-0.191994058	-0.147692032	0.5491106502	-0.130899067	0.6235810558	0.510303964	-0.152045704	-0.401773807	0.0207691075	0.3913833405	0.4738401864	-0.141338417	0.2765160779	0.0489798551	0.2550514577	0.4172585884	-0.338075398
CORR	v000578	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1332855479	0	0	0	0	0	0	0	0	0	0.0392332415	0	0	0	0	0	0	0	0.1770889483	0.1004060208	0.093123358	0.1716640208	0	0	0	0	0.0641285148	0	0.1285446593	0	0	0	0.3021271965	0.0493159655	0.1347523988	0	0.1311011123	0.0809194266	0	0	0.1144747304	0	0.141471362	0	0	0	0.0479885482	0.0920007059	0.1962854826	0	0.026476481	0	0.4095050164	0.1164317295	0	0.1750692409	0.1373992301	0.1393774734	0.00526145	0.1262957728	0.3200463253	0.087580338	0.1481715969	0.0651893013	0.0924081074	0.1517949042	0.1922186139	0	0.1222227832	0	0.1292399612	0.1382983621	0	0.131494716	0.196837647	0.1800812794	0	-0.020101856	0.0921410187	0.2119641157	0.1777817405	0.072069262	0.1263137578	0.0331503125	0.1022806479	0	0.077303267	0.1626013371	0.1313085983	-0.169517217	0.1296849522	0.0992963502	-0.01647098	0.1220746146	0	0.2176479801	-0.01605231	0.1838508432	0.2346161183	0	0.2197800565	0.1903983989	0.0862284424	0.0854908121	0.4149056051	-0.081777922	0.5024453215	0.0994268972	0.3806848442	0.1291531027	-0.025171733	0.4273114505	0.061271018	0.0969160762	-0.088002095	0.0481109197	-0.047575247	0.0965055988	0.0511459446	-0.253576073	0.0691158264	0.2123348045	0.3361578447	0.1627992457	0.1007853399	0.1470463316	0.1374430195	-0.015351076	-0.072356209	0.1905824096	0.1114809149	-0.062252321	1	0.3042562701	0.1662757166	0.0478999046	0.0376861476	0.5326009538	0.0815354725	0.1683251188	-0.044128466	0.1075231243	0.1938283232	0.3114357517	0.9239461233	0.2045854652	0.0912044245	0.2229411232	0.2473358684	0.4635555254	-0.018273	0.1420548201	-0.022147071
CORR	v000579	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.028465428	0	0	0	0	0	0	0	0	0	-0.122567657	0	0	0	0	0	0	0	0.0182578945	-0.011996841	-0.078669794	0.0034153016	0	0	0	0	-0.098199747	0	0.0551652844	0	0	0	0.420619675	-0.150360239	-0.137045654	0	-0.040137538	-0.047579585	0	0	-0.072934653	0	-0.114307252	0	0	0	-0.1512668	-0.058623557	-0.057154489	0	-0.212346152	0	0.4047321948	-0.080164753	0	-0.033950577	0.0582985158	0.012197206	-0.158299104	-0.24619263	0.0863226897	0.0063588803	-0.159193709	-0.177922768	-0.108219491	-0.164529921	0.1021763663	0	0.0058855606	0	-0.108255064	-0.128218075	0	0.0359150254	-0.07629203	-0.077311117	0	-0.136684605	-0.066662576	-0.025462481	-0.078464543	-0.199682787	-0.110387702	-0.222432464	0.382123704	0	-0.109223989	0.0865193923	-0.094711377	-0.21000816	-0.081181392	-0.077437265	-0.220347304	-0.123069395	0	-0.045198039	-0.253867342	-0.061739059	0.2562851278	0	0.0589054643	0.0175861673	-0.14092902	-0.201103215	-0.059517676	-0.394596491	0.5518145901	0.0169619595	0.3487906042	-0.084476377	-0.195935966	0.3473217568	-0.066719347	-0.077767433	-0.146542365	-0.247830422	0.0702647682	-0.095359614	-0.199275941	-0.291178772	-0.22368402	-0.080407709	0.6233873623	-0.209383605	-0.378809658	-0.127263047	0.2129062685	-0.145143797	-0.206779289	0.3643700443	-0.154464357	-0.039201424	0.3042562701	1	0.1920249243	-0.109181564	0.1630436563	0.449000809	-0.083256808	0.3369048248	-0.083942068	-0.228592411	0.4349946244	0.1717910426	0.3138125269	-0.245053772	-0.010072701	0.1965707514	0.1193591123	0.3065918757	-0.350129678	-0.102489919	0.3820688153
CORR	v000589	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1062919571	0	0	0	0	0	0	0	0	0	-0.199510569	0	0	0	0	0	0	0	0.0739511119	0.0611518345	-0.036888054	0.0779900881	0	0	0	0	0.0244489911	0	-0.007722139	0	0	0	0.3696001627	-0.111353278	-0.054108304	0	0.0320450787	-0.032131458	0	0	-0.031653199	0	0.0192954209	0	0	0	-0.083167165	0.0022996037	-0.000752144	0	-0.025816962	0	0.2074758722	0.0143917397	0	0.0622798868	-0.013884463	0.0066852954	-0.091522733	-0.057835082	0.0116668953	-0.033262422	-0.097863291	-0.089317305	-0.024388751	-0.079446739	0.0199841579	0	0.006909308	0	-0.016389764	0.0216892578	0	-0.032883249	-0.043028605	0.0353066821	0	-0.128709708	-0.008126296	0.0433541644	-0.039388231	0.0277095887	-0.092758793	-0.009488086	0.4173492399	0	0.0268096821	-0.050133701	0.0237600818	-0.16156351	0.0390092459	0.038773684	0.0797554216	-0.09722808	0	0.0782945898	-0.093687049	0.0024611319	0.2535756451	0	0.0528343869	0.0170748319	-0.013203741	-0.088638885	0.0068053976	-0.133272295	0.1852571194	-0.034920681	0.4196575314	0.0455938814	-0.011202564	0.5124884501	-0.106102936	-0.039992113	0.0291269578	0.050597624	0.1506163314	-0.079428169	-0.152952663	-0.121818961	0.0126333158	0.0702113751	0.2414923434	-0.036978776	-0.16275526	-0.136045735	0.2280196624	-0.078886028	-0.106780629	0.3968519093	-0.025788511	-0.014557345	0.1662757166	0.1920249243	1	-0.018850846	0.3737544715	0.160823428	-0.139271355	0.3462432196	-0.006687012	0.0560701474	0.4223471821	0.4027833339	0.1101577462	0.0597222264	-0.113638139	0.4577890976	0.1489187762	0.0163735566	-0.055035542	0.0478781714	0.4796494847
CORR	v000620	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5887324876	0	0	0	0	0	0	0	0	0	0.3288631439	0	0	0	0	0	0	0	0.5791839101	0.6076263978	0.5967104107	0.5795716381	0	0	0	0	0.5651334162	0	0.5514686335	0	0	0	-0.048280861	0.5623617608	0.6123253893	0	0.5809948245	0.5764975302	0	0	0.555842114	0	0.6037010841	0	0	0	0.5715458318	0.5488541651	0.5914329754	0	0.5770844791	0	0.0248972468	0.6009900848	0	0.6219731283	0.5610397271	0.5693128509	0.5696496757	0.6087958281	0.492417441	0.5041371206	0.5547904565	0.6125606972	0.6353901347	0.5422913159	0.5541447118	0	0.5961163036	0	0.5926757557	0.5501051192	0	0.6201204228	0.5059772126	0.5074237055	0	0.3940930828	0.6023888059	0.53387507	0.6489770129	0.4388623459	0.606490502	0.4808278286	0.1179356197	0	0.5730019921	0.5710497859	0.6273485946	0.4678582486	0.6147212617	0.5390737673	0.4717425757	0.5307454558	0	0.4731927829	0.4456995704	0.4381120537	-0.216037285	0	0.4583410526	0.5243941907	0.5177364699	0.499232133	0.5045873672	0.4359559369	0.0873248877	0.4854274933	-0.102153216	0.4823584054	0.5894845534	0.0657246822	0.5283035151	0.4930639758	0.5912689751	0.487300729	0.5312673485	0.4782986834	0.5157729892	0.3980959014	0.4751813932	0.5677288933	0.0571297156	0.5890901858	0.5671587203	0.3275561499	0.049768865	0.5142639917	0.4475776983	0.0235187956	0.5247800127	0.5090462176	0.0478999046	-0.109181564	-0.018850846	1	-0.127060015	0.0382840519	0.4681300016	-0.008845062	0.3693771456	0.4648356356	-0.089708913	-0.294538428	0.1039711621	0.566714668	0.5053384762	0.0403320589	0.4179957988	-0.074277672	0.4740898354	0.3394830036	-0.027664746
