_TYPE_	_NAME_	v000001	v000002	v000003	v000004	v000005	v000006	v000007	v000008	v000009	v000010	v000011	v000012	v000013	v000015	v000017	v000018	v000019	v000020	v000021	v000022	v000023	v000024	v000025	v000026	v000028	v000030	v000031	v000033	v000034	v000035	v000037	v000038	v000039	v000041	v000042	v000043	v000044	v000045	v000047	v000048	v000051	v000052	v000053	v000054	v000055	v000056	v000059	v000061	v000064	v000065	v000066	v000067	v000068	v000072	v000073	v000074	v000075	v000076	v000081	v000083	v000084	v000087	v000088	v000089	v000090	v000092	v000093	v000096	v000097	v000098	v000099	v000102	v000109	v000113	v000114	v000115	v000119	v000122	v000123	v000124	v000126	v000127	v000133	v000135	v000137	v000138	v000149	v000150	v000151	v000155	v000158	v000159	v000162	v000164	v000171	v000172	v000174	v000175	v000177	v000179	v000184	v000188	v000189	v000192	v000201	v000203	v000204	v000207	v000209	v000212	v000214	v000219	v000220	v000222	v000229	v000234	v000236	v000240	v000248	v000250	v000253	v000263	v000267	v000269	v000278	v000279	v000290	v000308	v000334	v000336	v000337	v000340	v000342	v000347	v000348	v000349	v000355	v000375	v000379	v000382	v000389	v000396	v000398	v000414	v000420	v000421	v000434	v000449	v000450	v000457	v000464	v000501	v000506	v000516	v000521	v000534	v000560	v000566	v000578	v000579	v000589	v000620	v000646	v000683	v000686	v000694	v000708	v000717	v000752	v000754	v000791	v000796	v000802	v000816	v000848	v000875	v000921	v000940	v000943
CORR	v000096	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CORR	v000097	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.7350902393	0	0	0	0	0	0	0	0	0	0.4814561949	0	0	0	0	0	0	0	0.7618794748	0.7357265894	0.7655136739	0.7689525423	0	0	0	0	0.7401182765	0	0.760975209	0	0	0	-0.022387025	0.7353276567	0.7297508559	0	0.7686588641	0.7319360344	0	0	0.714630312	0	1	0	0	0	0.8285556524	0.7289156402	0.6897617677	0	0.746054112	0	0.1000134913	0.7520251957	0	0.7528280096	0.7450018672	0.6968918313	0.6900420424	0.7212506211	0.6633457075	0.6109295107	0.7794364031	0.706968603	0.7706907373	0.6877650217	0.7797731504	0	0.7806095021	0	0.7837507837	0.6941007194	0	0.747348316	0.6744649955	0.7419844334	0	0.6343337098	0.7650779761	0.6919767651	0.7633424548	0.683003953	0.709393624	0.6652995247	0.0488162176	0	0.6867552756	0.7751144674	0.8233549604	0.6373220157	0.7559045974	0.7226572009	0.7092914554	0.7237951752	0	0.6653372327	0.6792401479	0.6921148244	-0.083091026	0	0.7042612361	0.7610055635	0.6344713191	0.7090468171	0.6392769575	0.5667317543	0.1972975333	0.6518008131	-0.119851835	0.6661147573	0.7491139351	-0.026358182	0.6868883812	0.6860573444	0.7423313029	0.6964876877	0.6399718684	0.6524788958	0.6234030448	0.5703283973	0.6997791875	0.6912953409	0.06145037	0.717934203	0.6801969707	0.5841746774	-0.051806272	0.6861954144	0.6580323987	-0.08899543	0.6853205299	0.6150742835	0.141471362	-0.114307252	0.0192954209	0.6037010841	-0.067710927	-0.04535616	0.6502186587	-0.143526861	0.6181742639	0.6043532565	-0.190812676	-0.233698266	0.1623023035	0.6949386766	0.6884379345	-0.067538427	0.4483257089	0.0761233991	0.4871821898	0.6071655144	-0.20347031
CORR	v000098	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CORR	v000099	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CORR	v000102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CORR	v000109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.7393810886	0	0	0	0	0	0	0	0	0	0.4999583867	0	0	0	0	0	0	0	0.7593860041	0.7212649724	0.7692364474	0.7531709886	0	0	0	0	0.7500824885	0	0.7516936871	0	0	0	-0.07013453	0.7391970454	0.7386440743	0	0.8054080504	0.7210238656	0	0	0.7353499433	0	0.8285556524	0	0	0	1	0.7363183388	0.6922188752	0	0.730809409	0	0.0715582497	0.7549873827	0	0.7615602026	0.7200745332	0.7206395138	0.7216157631	0.7131769548	0.6644274409	0.6164846932	0.7632066959	0.72690009	0.768733493	0.7165836139	0.7746132939	0	0.7747087066	0	0.753525668	0.6740833523	0	0.7344932286	0.6665620052	0.7518343673	0	0.6981878605	0.7601672157	0.6649967637	0.7466564327	0.6816952958	0.7222567163	0.6709431344	0.004046299	0	0.6815360872	0.7761600427	0.8170334394	0.6151150846	0.7273141871	0.6893665121	0.7164266568	0.749114599	0	0.6578040479	0.6884058234	0.6489893459	-0.181758079	0	0.7249225063	0.7378401136	0.6408440123	0.6977344414	0.6054632716	0.5375927773	0.1748559628	0.6404213668	-0.217500436	0.6551906828	0.7479129407	-0.155809604	0.6849584784	0.7039939064	0.7477562755	0.702093028	0.6465823396	0.6885066086	0.6547132977	0.5521199266	0.6918488284	0.6790675719	0.051213541	0.7169152049	0.6900389396	0.6204184676	-0.101613283	0.682623776	0.6885284603	-0.119133572	0.7393599712	0.616044916	0.0479885482	-0.1512668	-0.083167165	0.5715458318	-0.124427788	-0.088639996	0.6569678881	-0.191243985	0.5937353546	0.5858890239	-0.302823996	-0.364014485	0.1051563005	0.7077373644	0.689548689	-0.111333494	0.4239636987	-0.028428169	0.5747308498	0.5793211957	-0.270074654
CORR	v000113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.7104628963	0	0	0	0	0	0	0	0	0	0.4265374744	0	0	0	0	0	0	0	0.6932459371	0.7167301876	0.7230638125	0.7011519966	0	0	0	0	0.6969440514	0	0.6864798342	0	0	0	-0.011465086	0.6368906149	0.6896292915	0	0.7143414931	0.6904749548	0	0	0.709357633	0	0.7289156402	0	0	0	0.7363183388	1	0.6688044195	0	0.6869858881	0	0.1209040177	0.690565574	0	0.7223310487	0.6613618777	0.6786508789	0.6345020687	0.6654444616	0.6298470093	0.554887326	0.6976732564	0.6532527015	0.7216243922	0.6321647072	0.7065517378	0	0.708634966	0	0.6790258972	0.6624320753	0	0.6707210683	0.6335682686	0.6699740296	0	0.588421194	0.6903233735	0.666118995	0.7180186163	0.6649940224	0.6330782714	0.5872362854	0.0414331703	0	0.6506970949	0.7083740569	0.7412338559	0.5738630135	0.7015479379	0.6512196985	0.6138794226	0.6800243862	0	0.6661708454	0.5662373173	0.6756744328	-0.08451489	0	0.6137656713	0.6588441446	0.5432168059	0.6516405148	0.5740005525	0.5019661363	0.1865840727	0.5718852555	-0.047983955	0.5881984986	0.7243128136	0.030596565	0.6692281212	0.6630120143	0.7224774066	0.6273148473	0.6615720696	0.5768042972	0.5730018102	0.4847902315	0.6277734694	0.6487543756	0.104098448	0.6416409255	0.6435069474	0.5156948309	-0.04158902	0.5965779201	0.6095218012	-0.03090739	0.649990604	0.5824768007	0.0920007059	-0.058623557	0.0022996037	0.5488541651	-0.051954219	0.0086829574	0.5953999299	-0.015330176	0.5226595203	0.6223367375	-0.113087399	-0.250134942	0.2020993403	0.6510967833	0.6492341844	-0.08183372	0.4576517945	-0.067276359	0.5652178421	0.5299193134	-0.210003532
CORR	v000114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6814177243	0	0	0	0	0	0	0	0	0	0.3991609125	0	0	0	0	0	0	0	0.6746095961	0.652021929	0.7034710019	0.6909074608	0	0	0	0	0.682099477	0	0.6828464086	0	0	0	0.0230342066	0.6366206241	0.7039140538	0	0.7031358708	0.6407797183	0	0	0.6181812086	0	0.6897617677	0	0	0	0.6922188752	0.6688044195	1	0	0.6761293093	0	0.1945667568	0.7061121641	0	0.7297862496	0.626450693	0.6712956665	0.5843757333	0.6386107124	0.6380224833	0.5199734231	0.6482583413	0.6442402057	0.6831143897	0.631117246	0.702961325	0	0.6883167488	0	0.6646466473	0.6018544225	0	0.669452531	0.5902942094	0.6588011807	0	0.5078086053	0.7312241298	0.6511369771	0.7126365862	0.6200835756	0.6435353868	0.6162458105	0.09849604	0	0.6663502035	0.6656118613	0.7555999422	0.4728428491	0.6984489966	0.6207000637	0.6033417863	0.6307693042	0	0.6385317169	0.6422467369	0.6037194717	0.0185162834	0	0.6148787816	0.6274419826	0.5487348992	0.6335654825	0.578474757	0.3891363102	0.2169276803	0.5577823797	-0.080183703	0.6096780649	0.6537300964	0.0467367173	0.6048475674	0.6496525453	0.676902174	0.6220554775	0.6464726705	0.5873755247	0.5637705394	0.3597065334	0.584049183	0.675163453	0.0999250384	0.6552743314	0.5798232248	0.5003976771	0.058134073	0.5802151736	0.6006367114	-0.078314109	0.6718243355	0.4817691894	0.1962854826	-0.057154489	-0.000752144	0.5914329754	-0.083440112	0.0890729764	0.4985283703	-0.001222607	0.507554034	0.5156769673	-0.176629296	-0.268805967	0.2538399432	0.6324254743	0.6156463365	-0.012266404	0.4194241313	0.0484686379	0.5811252918	0.528422623	-0.178426591
CORR	v000115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CORR	v000119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6966077823	0	0	0	0	0	0	0	0	0	0.4042474099	0	0	0	0	0	0	0	0.7204036332	0.7176909648	0.748014336	0.7085962	0	0	0	0	0.7061710686	0	0.6996581028	0	0	0	-0.079507654	0.6816475488	0.7011948341	0	0.7325757166	0.6940470732	0	0	0.6625797608	0	0.746054112	0	0	0	0.730809409	0.6869858881	0.6761293093	0	1	0	0.0926523988	0.7389136299	0	0.7090466823	0.6707571876	0.6647604016	0.6734100902	0.7119323378	0.6250950795	0.5993268652	0.7005061526	0.6653557514	0.7241383711	0.6652461905	0.7253212308	0	0.74187658	0	0.7097345285	0.6649454289	0	0.6838969578	0.6588046553	0.6607621494	0	0.595536723	0.7223670371	0.6134225651	0.7115637737	0.6071781969	0.6734518823	0.6877127032	-0.020790957	0	0.6350207554	0.7058420712	0.764851329	0.6033225371	0.7381991198	0.7000551186	0.6766082041	0.678051152	0	0.6137149594	0.6354399208	0.6337474187	-0.074517365	0	0.6101823066	0.6739224831	0.5496657646	0.6417507371	0.5856430967	0.5203335928	0.1410921692	0.5839636615	-0.168034057	0.5704926699	0.7009734195	-0.041363778	0.684029859	0.6731849787	0.7110430716	0.6288988355	0.5965280263	0.5849497773	0.6593304619	0.5181936469	0.6186890856	0.6701588302	0.0170505947	0.6356420682	0.6653416957	0.6267473955	-0.024030958	0.6252605527	0.6506169111	-0.150815809	0.6741205475	0.557104667	0.026476481	-0.212346152	-0.025816962	0.5770844791	-0.146628027	-0.010557953	0.5399664267	-0.201600109	0.5305859743	0.5770054593	-0.236358382	-0.18388164	0.087342313	0.6190803254	0.6279375276	-0.06085024	0.3826696407	-0.088787781	0.5716073353	0.5149983175	-0.301609669
CORR	v000122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CORR	v000123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1621328691	0	0	0	0	0	0	0	0	0	-0.056592073	0	0	0	0	0	0	0	0.1528707893	0.1287301854	0.1320872689	0.1459161492	0	0	0	0	0.1190128691	0	0.1209600531	0	0	0	0.5062845323	0.0843257867	0.0854619545	0	0.17243888	0.1071169282	0	0	0.0936870486	0	0.1000134913	0	0	0	0.0715582497	0.1209040177	0.1945667568	0	0.0926523988	0	1	0.1035352311	0	0.2109335506	0.1032714221	0.1796159349	0.0696654414	0.1044257446	0.1048286483	0.1364498974	0.1474113981	0.1075167584	0.1107098622	0.0977265138	0.2298769144	0	0.1627433059	0	0.0874797553	0.1376919613	0	0.1915571745	0.0743310121	0.1755772962	0	0.0469028321	0.1241991874	0.1432347495	0.1064379655	-0.021037306	0.1127946324	0.0305360321	0.4162945927	0	0.147926286	0.2122320347	0.1562726769	-0.011863647	0.150418148	0.1795806292	0.0789725027	0.0921258712	0	0.0951938825	0.0103481385	0.0543361803	0.3645948155	0	0.1537306148	0.1932778883	0.111608047	0.0828862426	0.0995491314	-0.067960484	0.3741210354	0.1892456646	0.2092939544	0.1175935143	0.0641648883	0.2231340526	0.0949405141	0.0636502155	0.0899084747	0.0365375913	0.1719712415	0.1286467293	-0.002021756	-0.077796478	0.1039000389	0.1028483128	0.3623583617	0.0802783684	0.0414469893	0.1928275756	0.3643956862	0.1108275762	0.1276176688	0.3542199411	0.1240707491	-0.025167031	0.4095050164	0.4047321948	0.2074758722	0.0248972468	0.1965269541	0.3845026882	0.1132609031	0.2302863538	0.0245186647	0.1087191356	0.2737122736	0.1033734041	0.3863485372	0.100603331	0.1116794976	0.333537144	0.2700529925	0.35335551	0.009189205	0.0335324914	0.1661516481
CORR	v000124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.751818033	0	0	0	0	0	0	0	0	0	0.4630409431	0	0	0	0	0	0	0	0.7587360908	0.7133453728	0.7719446642	0.7720719751	0	0	0	0	0.7293611603	0	0.7345753613	0	0	0	-0.02048126	0.7074811732	0.7397353082	0	0.7313027697	0.7343187301	0	0	0.6976049318	0	0.7520251957	0	0	0	0.7549873827	0.690565574	0.7061121641	0	0.7389136299	0	0.1035352311	1	0	0.7662424361	0.7315770462	0.7222567022	0.6955118062	0.7875677432	0.6614803415	0.6005036559	0.7042254885	0.7074196754	0.7449107969	0.6907255604	0.7292854257	0	0.7624210657	0	0.7430044462	0.6898422995	0	0.6791703522	0.6341157398	0.7267561175	0	0.585797188	0.7729697515	0.6681630497	0.7603579882	0.6759654411	0.7042919892	0.6393442555	0.0363520454	0	0.7293653679	0.7169663688	0.8107431378	0.5453118756	0.7533258672	0.702822951	0.6955864703	0.7040144247	0	0.6369356013	0.6372202224	0.6443230638	-0.087392309	0	0.6711605618	0.6967085242	0.6071212252	0.6205212187	0.6454577888	0.4850522117	0.1884557633	0.6091105544	-0.0789673	0.6366337032	0.7042216231	0.0080021492	0.693169945	0.672517023	0.7028830159	0.688700566	0.6862794786	0.6519789099	0.6158756121	0.5009090782	0.6513970963	0.7023735559	0.0844908833	0.7046217736	0.6547760785	0.5746065092	0.0353880577	0.6732640195	0.6592282055	-0.140429221	0.7324151062	0.5880221165	0.1164317295	-0.080164753	0.0143917397	0.6009900848	-0.052520408	-0.023534333	0.5660710006	-0.13930419	0.4865489985	0.5545921122	-0.145949201	-0.240990455	0.1317304506	0.703765297	0.7091510743	-0.073216252	0.4816030522	-0.002550741	0.5602004803	0.5265175948	-0.127882707
CORR	v000126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CORR	v000127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.7667454134	0	0	0	0	0	0	0	0	0	0.4188268896	0	0	0	0	0	0	0	0.7520803182	0.7400868647	0.7733886864	0.7601457759	0	0	0	0	0.7536017078	0	0.7196200379	0	0	0	0.1383786037	0.7068965669	0.7309677936	0	0.7607992799	0.7248918215	0	0	0.7306472067	0	0.7528280096	0	0	0	0.7615602026	0.7223310487	0.7297862496	0	0.7090466823	0	0.2109335506	0.7662424361	0	1	0.7159386553	0.7096448556	0.6612225548	0.7156793674	0.6477351885	0.5994866474	0.709131969	0.6949546123	0.7552518469	0.6592490365	0.7465450779	0	0.7496158494	0	0.7286781688	0.6850398484	0	0.7147664817	0.6562464342	0.7351608287	0	0.6049843729	0.7541315506	0.7025940697	0.7565135714	0.6667616177	0.7260676016	0.6227825555	0.1783086638	0	0.7303484654	0.7538146396	0.8009868512	0.5438088305	0.7716804043	0.7013877425	0.6533224148	0.7121281879	0	0.6736133227	0.640560769	0.661554098	0.0980783194	0	0.6988046105	0.7164825884	0.5879164069	0.6521260946	0.6300141112	0.4294705997	0.1897439448	0.6315396544	-0.038663942	0.6300485901	0.7193533825	0.0553145561	0.6909120001	0.6689404871	0.712084443	0.6860113073	0.6961021504	0.6256783968	0.5994248937	0.4347839135	0.6106863278	0.6870280631	0.1389924351	0.6975653205	0.6450086236	0.5654605762	0.170976602	0.6221039201	0.625811943	0.0333846731	0.7117277011	0.5631106463	0.1750692409	-0.033950577	0.0622798868	0.6219731283	0.0392800958	0.0082783532	0.6139131737	0.0399181537	0.5760962621	0.5878055218	-0.034810015	-0.23947827	0.2297284077	0.7029692251	0.7049442031	-0.032087092	0.4830896238	0.0545327696	0.5709768921	0.5314288564	-0.099549358
CORR	v000133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.7088865425	0	0	0	0	0	0	0	0	0	0.4492165731	0	0	0	0	0	0	0	0.7310593297	0.7060168306	0.7303657628	0.7140547835	0	0	0	0	0.6975974881	0	0.7214469715	0	0	0	0.008922184	0.6781760867	0.6898068126	0	0.7098154648	0.7058624756	0	0	0.6629893426	0	0.7450018672	0	0	0	0.7200745332	0.6613618777	0.626450693	0	0.6707571876	0	0.1032714221	0.7315770462	0	0.7159386553	1	0.6796144921	0.6664634823	0.6841170939	0.5901378599	0.5851149419	0.7400449888	0.6942205133	0.7538656242	0.6426780193	0.7540723979	0	0.7757551727	0	0.7522254051	0.6392679999	0	0.7125613381	0.6570746515	0.6882871268	0	0.5618862568	0.6957393554	0.6438193981	0.7117871126	0.5805370986	0.6545239076	0.5891227555	0.1003368398	0	0.6419183162	0.7554077754	0.7517649936	0.6012748612	0.6917504963	0.6500365186	0.6360973195	0.6822827024	0	0.6072763443	0.60143476	0.6166758516	-0.091787239	0	0.6777588132	0.711277624	0.607863382	0.6672251056	0.60500253	0.5049285497	0.2744079035	0.6257244436	-0.042997329	0.6438777483	0.7091284562	0.0257284545	0.6385666305	0.6464297468	0.7045192341	0.6802136148	0.6049895769	0.6291441344	0.6081513532	0.4486007831	0.58790399	0.6480993835	0.1748054184	0.6520118123	0.6332764236	0.5941755801	0.029218014	0.6027571525	0.6307235224	-0.030573424	0.6366989695	0.5760022787	0.1373992301	0.0582985158	-0.013884463	0.5610397271	0.0232252198	-0.000869881	0.6053858515	-0.006636431	0.4662868342	0.5179275994	-0.106844278	-0.285558523	0.2039430746	0.667018863	0.6857395443	-0.066560165	0.3804825215	0.0324678467	0.5348051198	0.5740412481	-0.109530339
CORR	v000135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.7076728756	0	0	0	0	0	0	0	0	0	0.3966208434	0	0	0	0	0	0	0	0.7075941885	0.6887456545	0.6829840742	0.7031918366	0	0	0	0	0.6905569068	0	0.6976732888	0	0	0	0.1317265125	0.6441427847	0.6833695168	0	0.712310708	0.6923281793	0	0	0.6244541317	0	0.6968918313	0	0	0	0.7206395138	0.6786508789	0.6712956665	0	0.6647604016	0	0.1796159349	0.7222567022	0	0.7096448556	0.6796144921	1	0.6056559858	0.6577472094	0.5999243299	0.5197793663	0.6187481033	0.6494449581	0.6972841387	0.6623170163	0.6855831163	0	0.703353147	0	0.6845330483	0.6207716294	0	0.6457041056	0.6254825844	0.6834822581	0	0.5369939066	0.738887095	0.5809043021	0.6750537536	0.6061429916	0.6564066133	0.6167462829	0.1506683058	0	0.6615406748	0.6771186797	0.7542928204	0.5657130339	0.7069794844	0.6453807332	0.6529265756	0.6287899724	0	0.6196930088	0.5902391567	0.5827641761	0.0499650554	0	0.6017578016	0.6558134984	0.5393840033	0.5615600172	0.5820112702	0.4152774082	0.2186570092	0.5813787483	-0.014890453	0.5579838123	0.6644722005	0.0696117728	0.6056620424	0.5964150493	0.6748037836	0.6441763759	0.6525100811	0.5722622445	0.5202847992	0.3915056851	0.5876084386	0.6400669541	0.2308582872	0.6080162605	0.6020093556	0.5123307525	0.0746433218	0.6333839545	0.5740736607	0.0046166095	0.6244731448	0.5755839534	0.1393774734	0.012197206	0.0066852954	0.5693128509	0.1363495445	0.0678894511	0.5121692601	0.0110076455	0.4567063524	0.5269018939	-0.052235155	-0.167187256	0.1799153707	0.6387217558	0.6613333797	-0.036876495	0.4132586982	0.1079692692	0.4539749362	0.544558848	-0.043153059
CORR	v000137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6215359127	0	0	0	0	0	0	0	0	0	0.4540910467	0	0	0	0	0	0	0	0.6592929113	0.652326354	0.6657977457	0.6653970445	0	0	0	0	0.6575640984	0	0.6567416316	0	0	0	-0.121428917	0.6712060244	0.6379399302	0	0.6808890271	0.6681386315	0	0	0.686192542	0	0.6900420424	0	0	0	0.7216157631	0.6345020687	0.5843757333	0	0.6734100902	0	0.0696654414	0.6955118062	0	0.6612225548	0.6664634823	0.6056559858	1	0.6578037508	0.5548681687	0.593971455	0.6756292461	0.6287071296	0.7149691761	0.5991814067	0.6883997795	0	0.6950735777	0	0.7018786393	0.6106828285	0	0.6291745216	0.6079221156	0.624530701	0	0.6885944975	0.6697516149	0.5846996705	0.638275655	0.6100678987	0.6173349062	0.6059077478	0.0180664304	0	0.618976383	0.6987255213	0.7089458848	0.5986773509	0.6708613291	0.6447436396	0.6487243293	0.6582746636	0	0.5685102743	0.5600892439	0.6162279358	-0.193827992	0	0.6213275407	0.6399377021	0.5543845192	0.6081209634	0.5426824713	0.5849323057	0.0645777563	0.5189439968	-0.24279528	0.592638472	0.6994280051	-0.185850181	0.7087152353	0.6140498214	0.7012847923	0.6106994374	0.5384697161	0.6803647407	0.5888931279	0.4876602221	0.6063444338	0.5720257353	-0.057023686	0.6082105668	0.6314022625	0.5571200925	-0.036461943	0.6267525821	0.6443245301	-0.167406187	0.6291196577	0.6065613225	0.00526145	-0.158299104	-0.091522733	0.5696496757	-0.054205083	-0.107350082	0.6481265982	-0.110239372	0.5502029881	0.4898126478	-0.222807715	-0.190728937	0.0366226206	0.579046796	0.6167512629	-0.10366268	0.3406256094	-0.041259327	0.501449986	0.5272330151	-0.276867811
